customer_id,satisfaction_score,survey_date,tier,points
C084,3.0,2023-12-01,,
C054,5.0,2023-12-02,Bronze,6384.0
C071,3.0,2023-12-03,Platinum,3533.0
C046,5.0,2023-12-04,Platinum,6908.0
C045,9.0,2023-12-05,Silver,6762.0
C040,7.0,2023-12-06,,
C023,8.0,2023-12-07,,
C081,7.0,2023-12-08,,
C011,2.0,2023-12-09,,
C001,1.0,2023-12-10,Platinum,8221.0
C019,5.0,2023-12-11,,
C031,7.0,2023-12-12,Bronze,342.0
C074,1.0,2023-12-13,,
C034,10.0,2023-12-14,Platinum,8763.0
C091,10.0,2023-12-15,Silver,2924.0
C005,5.0,2023-12-16,Bronze,6299.0
C077,7.0,2023-12-17,Silver,7494.0
C078,8.0,2023-12-18,Bronze,4560.0
C013,5.0,2023-12-19,Bronze,7868.0
C032,8.0,2023-12-20,Platinum,9290.0
C056,3.0,2023-12-21,,
C089,9.0,2023-12-22,Silver,1439.0
C027,3.0,2023-12-23,Gold,8533.0
C043,7.0,2023-12-24,Gold,1762.0
C070,6.0,2023-12-25,Platinum,8681.0
C016,10.0,2023-12-26,,
C041,3.0,2023-12-27,,
C097,1.0,2023-12-28,,
C010,9.0,2023-12-29,Platinum,1561.0
C073,9.0,2023-12-30,Gold,4645.0
C012,7.0,2023-12-31,Platinum,6808.0
C048,6.0,2024-01-01,,
C086,6.0,2024-01-02,Bronze,8571.0
C029,7.0,2024-01-03,Gold,3620.0
C094,9.0,2024-01-04,,
C006,6.0,2024-01-05,Gold,9801.0
C067,8.0,2024-01-06,,
C066,7.0,2024-01-07,Platinum,6356.0
C036,9.0,2024-01-08,Bronze,9454.0
C017,2.0,2024-01-09,Gold,8575.0
C050,8.0,2024-01-10,,
C035,5.0,2024-01-11,,
C008,8.0,2024-01-12,,
C096,8.0,2024-01-13,Gold,9130.0
C028,2.0,2024-01-14,,
C020,8.0,2024-01-15,Silver,4733.0
C082,4.0,2024-01-16,Platinum,6748.0
C026,6.0,2024-01-17,,
C063,10.0,2024-01-18,Gold,7872.0
C014,7.0,2024-01-19,,
C009,,,Platinum,3559.0
C083,,,Silver,9205.0
C064,,,Bronze,9812.0
C051,,,Bronze,5798.0
C024,,,Gold,6964.0
C061,,,Gold,5635.0
C025,,,Silver,9207.0
C039,,,Silver,7720.0
C057,,,Gold,1655.0
C076,,,Bronze,8245.0
C030,,,Gold,8126.0
C092,,,Bronze,3170.0
C042,,,Gold,5364.0
C022,,,Platinum,1440.0
C085,,,Silver,6281.0
C088,,,Gold,3529.0
C098,,,Silver,3093.0
C021,,,Gold,4839.0
C090,,,Bronze,8274.0
C038,,,Bronze,6596.0
C060,,,Bronze,8255.0
C002,,,Bronze,4108.0
C075,,,Silver,4860.0
C080,,,Platinum,4278.0
C015,,,Platinum,4644.0
C055,,,Gold,6961.0
C052,,,Platinum,8805.0
C007,,,Platinum,901.0
C099,,,Bronze,7302.0
C044,,,Bronze,3355.0
